ID_CLIENTE,CANAL,PRECIO_ASIGNADO,ZONA,CLAS_VENTA,TIPO_FACT
1354,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1355,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1356,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1357,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1358,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1359,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1360,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1361,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1362,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1363,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1364,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1365,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1366,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1367,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1368,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1369,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1370,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1371,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1372,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1373,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1374,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1375,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1376,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1377,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1378,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1379,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1380,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1381,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1382,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1383,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1384,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1385,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1386,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1387,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1388,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1389,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1390,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1391,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1392,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1393,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1394,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1395,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1396,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1397,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1398,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1399,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1400,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1401,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1402,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1403,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1404,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1405,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1406,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1407,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1408,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1409,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1410,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1411,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1412,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1413,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1414,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1415,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1416,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1417,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1418,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1419,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1420,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1421,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1422,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1423,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1424,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1425,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1426,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1427,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1428,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1429,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1430,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1431,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1432,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1433,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1434,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1435,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1436,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1437,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1438,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1439,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1440,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1441,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1442,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1443,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1444,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1445,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1446,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1447,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1448,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1449,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1450,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1451,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1452,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1453,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1454,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1455,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1456,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1457,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1458,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1459,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1460,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1461,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1462,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1463,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1464,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1465,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1466,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1467,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1468,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1469,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1470,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1471,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1472,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1473,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1474,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1475,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1476,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1477,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1478,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1479,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1480,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1481,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1482,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1483,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1484,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1485,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1486,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1487,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1488,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1489,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1490,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1491,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1492,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1493,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1494,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1495,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1496,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1497,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1498,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1499,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1500,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1501,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1502,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1503,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1504,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1505,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1506,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1507,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1508,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1509,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1510,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1511,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1512,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1513,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1514,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1515,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1516,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1517,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1518,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1519,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1520,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1521,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1522,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1523,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1524,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1525,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1526,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1527,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1528,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1529,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1530,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1531,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1532,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1533,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1534,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1535,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1536,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1537,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1538,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1539,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1540,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1541,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1542,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1543,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1544,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1545,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1546,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1547,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1548,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1549,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1550,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1551,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1552,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1553,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1554,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1555,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1556,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1557,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1558,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1559,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1560,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1561,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1562,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1563,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1564,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1565,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1566,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1567,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1568,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1569,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1570,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1571,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1572,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1573,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1574,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1575,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1576,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1577,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1578,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1579,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1580,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1581,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1582,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1583,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1584,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1585,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1586,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1587,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1588,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1589,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1590,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1591,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1592,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1593,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1594,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1595,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1596,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1597,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1598,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1599,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1600,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1601,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1602,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1603,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1604,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1605,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1606,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1607,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1608,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1609,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1610,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1611,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1612,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1613,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1614,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1615,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1616,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1617,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1618,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1619,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1620,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1621,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1622,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1623,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1624,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1625,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1626,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1627,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1628,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1629,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1630,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1631,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1632,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1633,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1634,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1635,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1636,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1637,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1638,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1639,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1640,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1641,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1642,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1643,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1644,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1645,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1646,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1647,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1648,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1649,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1650,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1651,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1652,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1653,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1654,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1655,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1656,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1657,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1658,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1659,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1660,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1661,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1662,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1663,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1664,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1665,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1666,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1667,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1668,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1669,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1670,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1671,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1672,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1673,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1674,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1675,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1676,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1677,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1678,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1679,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1680,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1681,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1682,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1683,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1684,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1685,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1686,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1687,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1688,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1689,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1690,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1691,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1692,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1693,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1694,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1695,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1696,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1697,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1698,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1699,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1700,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1701,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1702,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1703,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1704,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1705,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1706,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1707,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1708,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1709,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1710,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1711,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1712,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1713,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1714,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1715,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1716,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1717,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1718,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1719,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1720,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1721,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1722,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1723,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1724,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1725,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1726,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1727,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1728,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1729,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1730,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1731,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1732,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1733,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1734,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1735,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1736,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1737,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1738,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1739,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
1740,DETALLE,DETALLE,URBANO,D- 0 - 2500,CONTADO
